Id,Fecha,Hora local,Latitud N(°),Longitud W(°),Localizacion,Profundidad (km),Magnitud,Intensidad
4197,"Abr 13, 2019",5:47:15 PM,13.1278,-89.925,Frente a la costa de Sonsonate. A 46 km al sur de Playa Los CÃ³banos.,10.52,4.2,III en Sosonate
4196,"Abr 13, 2019",1:22:52 PM,13.6252,-90.4397,Frente a la costa de Guatemala. A 46 km al oeste de Barra de Santiago.,54.52,3.6,II en AhuachapÃ¡n
4195,"Abr 13, 2019",12:25:51 PM,12.5927,-87.9762,Frente a la costa de La UniÃ³n. A 62 km al sur de Playa Las Tunas.,60.02,4.4,II en La UniÃ³n
4194,"Abr 12, 2019",5:16:12 PM,12.5643,-89.1802,Frente a la costa de La Paz. A 85 km al suroeste de Desembocadura del RÃ­o Lempa.,10.95,4,II en Zacatecoluca
4193,"Abr 12, 2019",10:35:35 AM,13.2997,-89.8937,Frente a la costa de Sonsonate. A 27 km al sur de Playa Los CÃ³banos.,45.25,3.6,II en Sonsonate
4192,"Abr 12, 2019",1:55:12 AM,13.0005,-90.3317,Frente a la costa de AhuachapÃ¡n. A 81 km al suroeste de Playa Los CÃ³banos.,34.95,4.3,II en AhuachapÃ¡n
4191,"Abr 11, 2019",11:12:33 PM,12.6172,-88.0415,Frente a la costa de La UniÃ³n. A 60 km al sur de Playa Las Tunas.,27.59,4.8,II en La UniÃ³n
4190,"Abr 11, 2019",8:04:45 PM,12.4593,-89.3222,Frente a la costa de La Paz. A 103 km al suroeste de Estero de Jaltepeque.,10.39,4,II en Zacatecoluca
4189,"Abr 11, 2019",12:49:13 AM,14.1337,-89.6752,"En munic. de Candelaria de la Frontera, Santa Ana. A 20 km al noroeste de Santa Ana.",4.92,3.1,III en Candelaria de La Frontera
4188,"Abr 10, 2019",1:33:07 PM,12.8852,-89.0283,Frente a la costa de La Paz. A 46 km al suroeste de Desembocadura del RÃ­o Lempa.,36.89,3.5,II en Zacatecoluca
4187,"Abr 10, 2019",12:16:34 PM,12.9193,-88.9387,Frente a la costa de La Paz. A 39 km al sur de Desembocadura del RÃ­o Lempa.,52.47,4.5,III en Zacatecoluca
4186,"Abr 09, 2019",6:42:57 AM,12.5018,-89.4059,Frente a la costa de La Paz. A 102 km al sur de Playa Las Hojas.,10,3.8,II en Zacatecoluca
4185,"Abr 08, 2019",8:52:36 PM,12.7059,-89.2477,Frente a la costa de La Paz. A 75 km al sur de Playa Costa del Sol.,10,3.9,II en Zacatecoluca
4184,"Abr 08, 2019",4:25:42 PM,12.6005,-89.3428,Frente a la costa de La Paz. A 90 km al sur de Playa San Marcelino,7.38,4.9,II en Zacatecoluca
4183,"Abr 08, 2019",3:56:45 PM,13.527,-90.2735,Frente a la costa de Guatemala. A 33 km al suroeste de Barra de Santiago.,70.36,4.1,II en AhuachapÃ¡n
4182,"Abr 06, 2019",9:17:44 AM,12.7113,-89.0753,Frente a la costa de La Paz. A 66 km al suroeste de Desembocadura del RÃ­o Lempa.,35.18,3.9,II en Zacatecoluca
4181,"Abr 06, 2019",1:24:32 AM,13.0857,-89.2862,Frente a la costa de La Libertad. A 39 km al suroeste de Playa La Zunganera.,47.41,3.8,II en La Libertad
4180,"Abr 05, 2019",5:53:55 PM,14.4963,-89.129,En Territorio HondureÃ±o. A 88 km al norte de ciudad de San Salvador.,10,4.4,II en Santa Ana
4179,"Abr 05, 2019",3:08:15 AM,13.0917,-89.833,Frente a la costa de Sonsonate. A 48 km al sur de Playa Los CÃ³banos.,15.59,4.6,III en Sonsonate
4178,"Abr 03, 2019",3:24:54 AM,12.5837,-89.4725,Frente a la costa de La Libertad. A 97 km al suroeste de Playa Las Hojas.,35.03,3.7,II en La Libertad
4177,"Abr 02, 2019",2:49:00 PM,13.294,-90.305,Frente a la costa de Guatemala. A 54 km al suroeste de Barra de Santiago,20,5,III en Sonsonate
4176,30-Mar-19,8:17:54 AM,12.4553,-88.208,Frente a la costa de UsulutÃ¡n. A 79 km al sur de Playa El Espino.,19.72,4,II en UsulutÃ¡n
4175,28-Mar-19,10:07:24 PM,12.4153,-89.306,Frente a la costa de La Paz. A 106 km al suroeste de Desembocadura del RÃ­o Lempa.,36,4.1,II en Zacatecoluca
4174,28-Mar-19,4:09:15 AM,13.0008,-89.5835,Frente a la costa de La Libertad. A 56 km al sur de Playa Mizata.,29.9,3.8,
4173,27-Mar-19,5:48:52 PM,12.6057,-89.1763,Frente a la costa de La Paz. A 81 km al suroeste de Desembocadura del RÃ­o Lempa.,22.58,4.3,II en Zacatecoluca
4172,26-Mar-19,1:07:30 PM,12.5647,-89.2668,Frente a la costa de La Paz. A 90 km al suroeste de Estero de Jaltepeque.,25,4.3,
4171,26-Mar-19,9:26:52 AM,12.3578,-89.2778,Frente a la costa de La Paz. A 110 km al suroeste de Desembocadura del RÃ­o Lempa,4,4.3,II en Zacatecoluca
4170,26-Mar-19,9:01:46 AM,12.3658,-89.3433,Frente a la costa de La Paz. A 113 km al suroeste de Desembocadura del RÃ­o Lempa.,36,4.5,II en Zacatecoluca
4169,26-Mar-19,6:07:38 AM,12.419,-89.3397,Frente a la costa de La Paz. A 89 km al suroeste de Desembocadura del RÃ­o Lempa,26,4.3,II en La Paz
4168,26-Mar-19,6:01:44 AM,12.4077,-89.3065,Frente a la costa de La Paz. A 120 km al suroeste de Estero de Jaltepeque,9,5.4,II en San Salvador
4167,24-Mar-19,3:30:11 AM,12.589,-87.169,En Territorio Nicaraguense. A 88 km al sureste de Isla de Meanguera,45,5.4,II en Isla Meanguera
4166,22-Mar-19,11:31:14 PM,12.9802,-89.5178,Frente a la costa de La Libertad. A 58 km al sur de Playa El Sunzal,31.2,4,II en La Libertad
4165,20-Mar-19,4:32:43 PM,12.8832,-89.5225,Frente a la costa de La Libertad. A 69 km al sur de Playa El Sunzal,13.1,4.8,II en La Libertad
4164,20-Mar-19,10:04:25 AM,13.5488,-90.4598,Frente a la costa de Guatemala. A 51 km al oeste de Barra de Santiago,40.9,3.6,II en Barra de Santiago
4163,18-Mar-19,11:33:25 AM,13.1647,-89.2615,Frente a la costa de La Libertad. A 30 km al suroeste de Playa La Zunganera,50.9,3.7,II en Santa Tecla
4162,17-Mar-19,9:51:19 AM,13.1532,-89.384,Frente a la costa de La Libertad. A 37 km al sur de Puerto de La Libertad,54.2,4.1,II en Libertad
4161,16-Mar-19,1:44:52 PM,13.3493,-90.441,frente a la costa de Guatemala. A 60 km al suroeste de Barra de Santiago,49.4,3.6,"II en Cara Sucia, AhuachapÃ¡n"
4160,16-Mar-19,8:54:30 AM,12.899,-88.1455,Frente a la costa de UsulutÃ¡n. A 30 km al sur de Playa El Cuco,97,4.1,II en Chirilagua
4159,16-Mar-19,4:18:17 AM,13.126,-89.8327,frente a la costa de Sonsonate. A 44 km al sur de Playa Los CÃ³banos,20,3.5,II en Sonsonate
4158,15-Mar-19,1:11:57 PM,12.375,-88.046,Frente a la costa de la UniÃ³n A 87 km al sur de Playa Las Tunas.,54.5,3.8,II en la UniÃ³n.
4157,15-Mar-19,12:22:19 PM,12.6628,-88.613,frente a costas de UsulutÃ¡n A 59 km al sur de Bahia de jiquilisco.,51,3.8,II en UsulutÃ¡n
4156,11-Mar-19,5:00:11 AM,12.6572,-87.7735,Frente a la costa de Nicaragua. A 59 km al sur de Isla de Meanguera,62.4,3.7,II en La UniÃ³n
4155,11-Mar-19,4:29:23 AM,12.9797,-89.5198,Frente a la costa de La Libertad. A 58 km al sur de Playa El Sunzal,49.9,3.6,II el La Libertad
4154,8-Mar-19,5:16:23 AM,13.209,-89.615,frente a la costa de La Libertad. A 33 km al sur de Playa Mizata.,56,3.6,II La Libertad
4153,7-Mar-19,8:07:55 PM,13.685,-91.392,Frente a la costa de Guatemala.,27,4.8,II en AhuachapÃ¡n
4152,7-Mar-19,2:31:41 PM,12.8042,-88.3647,Frente a la costa de UsulutÃ¡n. A 41 km al sur de Playa El Espino,54,3.8,II en UsulutÃ¡n
4151,3-Mar-19,12:54:26 PM,13.3015,-89.8975,Frente a la costa de Sonsonate. A 27 km al suroeste de Playa Los CÃ³banos,60.8,3.7,II en Sonsonate
4150,28-Feb-19,4:32:03 AM,12.495,-89.2985,Frente a la costa de La Paz. A 94 km al suroeste de Estero de Jaltepeque,17,3.7,II en Zacatecoluca
4149,27-Feb-19,12:53:01 PM,13.722,-90.7583,Frente a la costa de Guatemala. A 80 km al oeste de Barra de Santiago,41.6,4.4,II en AhuachapÃ¡n
4148,27-Feb-19,9:57:27 AM,12.5915,-87.8033,Frente a la costa de Nicaragua. A 65 km al sur de Playa Las Tunas.,63.9,4,II en La UniÃ³n
4147,25-Feb-19,8:43:51 PM,13.044,-89.257,Frente a la costa de La Paz. A 41 km al suroeste de Playa Las Hojas,33,3.6,II en Zacatecoluca
4146,25-Feb-19,4:29:16 PM,12.8843,-88.9127,"frente a la costa de San Vicente. A 42 km al sur de Desembocadura del RÃ­o Lempa, San Vicente. 3",38.3,5,III en Zacatecoluca
4145,25-Feb-19,3:47:35 AM,13.2805,-87.9658,"En munic. de El Carmen, La UniÃ³n. A 14 km al suroeste de La UniÃ³n",10,2.7,II en El Carmen
4144,25-Feb-19,3:31:55 AM,13.2917,-87.979,"En munic. de El Carmen, La UniÃ³n. A 15 km al oeste de la ciudad de La UniÃ³n",9,3.3,III en El Carmen
4143,24-Feb-19,5:58:53 PM,12.7437,-88.6015,Frente a la costa de UsulutÃ¡n. A 50 km al sur de BahÃ­a de Jiquilisco,35,4.7,II en Zacatecoluca
4142,23-Feb-19,9:07:35 PM,12.6065,-89.3177,Frente a la costa de La Paz. A 88 km al sur de Playa San Marcelino,14,4,II en Zacatecoluca
4141,22-Feb-19,7:42:42 AM,14.1255,-89.742,En Territorio Guatemalteco. A 24 km al noreste de AhuachapÃ¡n,4.1,2.7,II en San Lorenzo
4140,21-Feb-19,5:44:22 AM,12.62,-87.895,"Frente a costa de Nicaragua. A 60 km al sur de Playa Las Tunas, La UniÃ³n.",58.4,4.6,III La UniÃ³n
4139,21-Feb-19,2:52:02 AM,13.436,-89.735,Frente a la costa de Sonsonate. A 12 km al sureste de Playa Los CÃ³banos,63.6,4.5,II-III en Sonsonate
4138,19-Feb-19,4:02:18 PM,13.309,-90.066,Frente a la costa de Sonsonate. A 37 km al suroeste de Playa Los CÃ³banos,35,3.7,II en Sonsonate
4137,18-Feb-19,9:04:00 AM,13.255,-88.03,"En munic. de IntipucÃ¡. A 21 km al suroeste de La UniÃ³n,",1.5,3.2,"III en IntipucÃ¡, La UniÃ³n"
4136,14-Feb-19,4:55:00 AM,12.8607,-90.4528,Frente a la costa de Guatemala. A 102 km al suroeste de Playa Los CÃ³banos,19,3.8,II en AhuachapÃ¡n
4135,13-Feb-19,6:44:00 PM,13.052,-89.525,Frente a la costa de La Libertad. A 51 km al sur de Playa El Sunzal.,67,3.9,II en san Salvador
4134,7-Feb-19,8:21:43 AM,13.8932,-89.7777,"En municipio de AhuachapÃ¡n, AhuachapÃ¡n. A 8 km al sureste de AhuachapÃ¡n.",1.5,2.9,II en Auachapan
4133,5-Feb-19,10:23:25 PM,13.148,-89.635,Frente a la costa de La Libertad. A 40 km al sur de Playa Mizata.,45.9,3.8,II en la Libertad
4132,5-Feb-19,6:22:42 PM,13.05,-89.213,Frente a la costa de La Paz. A 38 km al suroeste de Playa Las Hojas.,33.3,3.5,II en La Paz
4131,5-Feb-19,2:26:39 AM,14.0258,-89.9738,En Territorio Guatemalteco. A 17 km al noroeste de AhuachapÃ¡n,2,3,II en AhuachapÃ¡n
4130,1-Feb-19,8:53:57 PM,12.6943,-88.3738,Frente a la costa de UsulutÃ¡n. A 53 km al sur de Playa El Espino,67,3.7,II en UsulutÃ¡n
4129,1-Feb-19,10:14:00 AM,14.87,-92.23,"A 272 km al noroeste de Barra de Santiago, frontera Guatemala-MÃ©xico",86,6.4,III-IV en San Salvador
4128,"Ene 30, 2019",10:40:29 PM,13.458,-88.352,"En munic. de Chinameca, San Miguel.",183.9,4.5,II en San Miguel
4127,"Ene 30, 2019",5:40:57 AM,12.2676,-87.9212,Frente a la costa de Nicaragua. A 98 km al sur de Playa Las Tunas,7,5,III en La UniÃ³n
4126,"Ene 29, 2019",4:52:51 PM,12.9427,-88.3658,Frente a la costa de UsulutÃ¡n. A 26 km al sur de Playa El Espino,61.7,4.8,III en UsulutÃ¡n.
4125,"Ene 28, 2019",8:54:00 PM,13.6995,-90.6933,Frente a la costa de Guatemala. A 73 km al oeste de Barra de Santiago.,12.7,4.2,II en Barra de Santiago
4124,"Ene 25, 2019",12:29:46 PM,12.686,-88.357,"Frente a costa de UsulutÃ¡n, A 54 km al sur de Playa El Espino.",24.1,4,II en UsulutÃ¡n
4123,"Ene 24, 2019",10:20:02 AM,12.9875,-89.1813,Frente a la costa de La Paz. A 43 km al sur de Playa San Marcelino,61,4.9,III en San Salvador
4122,"Ene 19, 2019",10:41:52 AM,13.1548,-89.3703,Frente a la costa de La Libertad. A 37 km al sur de Playa San Diego,55,3.6,II en La Libertad.
4121,"Ene 16, 2019",3:05:46 AM,12.889,-88.988,frente a la costa de La Paz. A 44 km al suroeste de Desembocadura del RÃ­o Lempa.,35,3.7,II en La Paz.
4120,"Ene 15, 2019",6:55:25 PM,13.1807,-89.8502,Frente a la costa de Sonsonate. A 38 km al sur de Playa Los CÃ³banos,12,3.6,II en Sonsonate
4119,"Ene 15, 2019",1:46:29 PM,13.1253,-89.8238,Frente a la costa de Sonsonate. A 44 km al sur de Playa Los CÃ³banos,27,4.1,II en Sonsonate
4118,"Ene 15, 2019",9:40:50 AM,12.6818,-88.088,Frente a la costa de La UniÃ³n. A 54 km al sur de Playa Las Tunas,69.1,4.3,II en La UniÃ³n
4117,"Ene 14, 2019",9:41:02 PM,11.3117,-86.5642,Frente a la costa de Nicaragua. A 242 km al sureste de Isla de Meanguera.,16.8,5.3,II en Meanguera
4116,"Ene 14, 2019",9:10:52 PM,12.4863,-87.7702,Frente a la costa de Nicaragua. A 77 km al sur de Playa Las Tunas,52.6,4.9,II en La UniÃ³n
4115,"Ene 13, 2019",6:16:00 PM,13.868,-89.667,"En municipio de JuayÃºa, Sonsonate. A 17 km al norte de Sonsonate",3.3,2.5,II en JuayÃºa
4114,"Ene 12, 2019",12:51:00 PM,13.2653,-90.4945,Frente a la costa de Guatemala. A 70 km al suroeste de Barra de Santiago,15,4.2,II en Barra de Santiago AhuachapÃ¡n.
4113,"Ene 12, 2019",7:20:43 AM,13.1218,-89.6292,Frente a la costa de La Libertad. A 43 km al sur de Playa Mizata.,48.1,4.3,II en San Salvador
4112,"Ene 08, 2019",2:18:49 AM,13.2175,-90.2663,Frente a la costa de AhuachapÃ¡n. A 59 km al suroeste de Barra de Santiago,20,3.8,II en AhuachapÃ¡n
4111,"Ene 06, 2019",9:31:40 AM,13.136,-89.649,Frente a la costa de La Libertad. A 41 km al sur de Playa Mizata,31,3.9,II en Sonsonate
4110,"Ene 06, 2019",1:07:00 AM,13.0709,-88.8692,"Sur desembocadura de rio Lempa, San Vicente",33.1,4,II San Vicente
4109,"Ene 05, 2019",6:42:42 AM,13.2385,-87.9382,"En munic. de Conchagua, La UniÃ³n. A 14 km al suroeste de La UniÃ³n",10.2,2.7,II en Conchagua
4108,"Ene 05, 2019",5:19:25 AM,12.866,-88.7535,Frente a la costa de UsulutÃ¡n. A 40 km al sur de PenÃ­nsula San Juan del Gozo,35.4,5.4,III en San Salvador
4107,"Ene 04, 2019",10:23:38 AM,13.476,-90.755,Frente a la costa de Guatemala. A 84 km al oeste de Barra de Santiago,13.3,4.1,II en Garita Palmera
4106,"Ene 04, 2019",8:10:36 AM,13.843,-89.7055,"En munic. de JuayÃºa, Sonsonate. A 13 km al norte de Sonsonate.",5.1,3.3,III en JuayÃºa
4105,"Ene 03, 2019",8:30:34 PM,13.736,-90.846,Frente a la costa de Guatemala. A 90 km al oeste de Barra de Santiago,25,4.4,II en AhuachapÃ¡n
4104,"Ene 02, 2019",1:18:00 PM,13.2,-87.92,"En munic. de Conchagua, La UniÃ³n. A 17 km al suroeste de La UniÃ³n",7,2.9,II en La UniÃ³n.
4103,"Ene 02, 2019",11:40:00 AM,13.325,-87.841,"En munic. de La UniÃ³n, La UniÃ³n. A 1 km al sureste de La UniÃ³n",1,3.3,II en La UniÃ³n.
4102,"Ene 01, 2019",5:16:00 AM,13.2257,-87.9237,"En munic. de Conchagua, La UniÃ³n. A 14 km al suroeste de La UniÃ³n",5,3,II en Conchagua
4101,"Ene 01, 2019",5:14:54 AM,13.216,-87.9353,"En munic. de Conchagua, La UniÃ³n. A 16 km al suroeste de La UniÃ³n",6.3,3.1,III en Conchagua
4100,"Dic 31, 2018",4:30:50 PM,12.9813,-89.1752,Frente a la costa de La Paz. A 44 km al sur de Playa San Marcelino,38,4,II en La Paz
4099,"Dic 29, 2018",6:09:30 AM,13.404,-90.197,"Frente a costa de Guatemala, a 37 km al suroeste de Barra de Santiago, AhuachapÃ¡n",26,3.9,II en AhuachapÃ¡n
4098,"Dic 27, 2018",8:51:11 PM,12.2433,-88.5862,Frente a la costa de UsulutÃ¡n. A 104 km al sur de BahÃ­a de Jiquilisco,21.5,4.3,II en UsulutÃ¡n
4097,"Dic 27, 2018",8:20:07 PM,12.2762,-88.5393,Frente a la costa de UsulutÃ¡n. A 99 km al sur de BahÃ­a de Jiquilisco,39.6,4.3,II en UsulutÃ¡n
4096,"Dic 27, 2018",6:49:38 PM,13.5648,-89.8593,"En munic. de Acajutla, Sonsonate. A 3 km al suroeste de Puerto de Acajutla",62.8,4.4,III en Sonsonate
4095,"Dic 25, 2018",10:54:40 AM,14.1028,-89.7047,"En munic. de Chalchuapa, Santa Ana. A 20 km al noroeste de Santa Ana",6.2,2.7,II en Chalchuapa
4094,"Dic 23, 2018",5:34:04 AM,12.9585,-88.8933,Frente a la costa de San Vicente. A 33 km al sur de Desembocadura del RÃ­o Lempa,65,3.6,II en San Vicente
4093,"Dic 21, 2018",10:43:58 PM,12.358,-87.9448,Frente a la costa de Nicaragua. A 88 km al sur de Playa Las Tunas,17,4,II en La UniÃ³n
4092,"Dic 18, 2018",12:52:04 PM,13.1783,-89.5427,Frente a la costa de La Libertad. A 37 km al sur de Playa Mizata,41,3.5,II en San Salvador.
4091,"Dic 13, 2018",11:03:36 PM,12.5277,-88.212,Frente a la costa de UsulutÃ¡n. A 71 km al sur de Playa El Espino,30.5,3.5,II en UsulutÃ¡n.
4090,"Dic 13, 2018",6:52:33 PM,12.5362,-87.9977,Frente a la costa de La UniÃ³n. A 69 km al sur de Playa Las Tunas,54,4.6,II en La Union
4089,"Dic 10, 2018",4:15:36 PM,13.3273,-89.7115,Frente a la costa de Sonsonate. A 23 km al suroeste de Playa Mizata.,43.6,3.6,II en Sonsonate
4088,"Dic 09, 2018",11:47:55 PM,13.1742,-89.8818,Frente a la costa de Sonsonate. A 39 km al sur de Playa Los CÃ³banos,24.2,3.8,II en Sonsonate.
4087,"Dic 07, 2018",9:47:36 PM,13.0858,-90.279,Frente a la costa de AhuachapÃ¡n. A 71 km al suroeste de Playa Los CÃ³banos,21.6,3.9,II en AhuachapÃ¡n
4086,"Dic 06, 2018",10:01:28 PM,13.1147,-89.2912,Frente a la costa de La Libertad. A 36 km al suroeste de Playa La Zunganera.,51.2,4.4,II en San Salvador
4085,"Dic 05, 2018",9:01:16 PM,13.7343,-89.3025,"En munic. de Opico, La Libertad. A 7 km al noroeste de Santa Tecla",1.5,2.7,III en Santa Tecla
4084,"Dic 05, 2018",7:01:40 AM,13.7265,-89.303,"En municipio de ColÃ³n, La Libertad. A 6 km al noroeste de Santa Tecla.",1,3,III en Santa Tecla
4083,"Dic 04, 2018",7:40:14 PM,13.743,-89.299,A 8 kms al norte de Santa Tecla.,1,3,II-III en Santa Tecla.
4082,"Dic 04, 2018",3:11:08 PM,13.7172,-89.3042,"En munic. de ColÃ³n, La Libertad. A 5 km al noroeste de Santa Tecla",1,3,III en Santa Tecla
4081,"Dic 03, 2018",4:37:00 PM,13.0167,-89.711,Frente a la costa de La Libertad. A 56 km al sur de Playa Mizata,25,3.6,II en Sonsonate
4080,"Dic 03, 2018",3:42:00 PM,13.724,-89.3015,"En municipio de ColÃ³n, La Libertad. A 6 km al noroeste de Santa Tecla.",2.9,2.9,II en San salvador
4079,"Dic 03, 2018",2:34:00 PM,13.7442,-89.3092,"Municipio de Opico, La Libertad. A 8 km al noroeste de Santa Tecla.",3.7,2.4,II en San salvador
4078,"Dic 03, 2018",2:27:00 PM,13.723,-89.2927,Municipio de Santa Tecla. A 5 km al norte de Santa Tecla.,0.3,3,III en San salvador
4077,"Dic 03, 2018",3:07:25 AM,12.294,-88.88,Frente a la costa de UsulutÃ¡n. A 105 km al sur de PenÃ­nsula San Juan del Gozo.,6.5,4.2,II en UsulutÃ¡n
4076,30-Nov-18,4:43:25 PM,12.7265,-88.4122,Frente a la costa de UsulutÃ¡n. A 49 km al sur de BahÃ­a de Jiquilisco,46,4.1,II en UsulutÃ¡n
4075,30-Nov-18,4:42:06 AM,12.8247,-88.911,Frente a la costa de San Vicente. A 48 km al sur de Desembocadura del RÃ­o Lempa,23.3,3.8,II en Zacatecoluca
4074,27-Nov-18,9:42:19 AM,12.8493,-88.3968,Frente a la costa de UsulutÃ¡n. A 36 km al sur de BahÃ­a de Jiquilisco.,52,4.2,II en UsulutÃ¡n
4073,27-Nov-18,3:02:09 AM,12.7795,-87.886,En Golfo de Fonseca. A 43 km al sur de Playa Las Tunas,66.4,3.6,II La UniÃ³n
4072,26-Nov-18,10:30:18 PM,12.877,-90.6643,Frente a la costa de Guatemala. A 114 km al suroeste de Barra de Santiago,14.4,4.9,II en AhuachapÃ¡n
4071,26-Nov-18,7:39:58 PM,12.8853,-90.434,Frente a la costa de AhuachapÃ¡n. A 98 km al suroeste de Playa Los CÃ³banos,11.8,4.9,II en AhuachapÃ¡n
4070,26-Nov-18,7:26:00 PM,13.025,-90.4353,frente a la costa de Guatemala. A 87 km al suroeste de Barra de Santiago,16,3.8,II en AhuachapÃ¡n
4069,26-Nov-18,6:39:00 PM,13.0438,-90.294,Frente a costas de Guatemala.,19,3.6,II en AhuachapÃ¡n
4068,25-Nov-18,10:26:00 AM,12.896,-90.4662,Frente a la costa de Guatemala. A 100 km al suroeste de Playa Los CÃ³banos,13,3.6,II en Sonsonate
4067,23-Nov-18,8:58:13 PM,13.234,-89.566,Frente a costa de La Libertad. A 30 km al sur de Playa Mizata.,46.6,4.6,III en La Libertad
4066,22-Nov-18,11:30:04 AM,13.318,-88.111,"En munic. de San Miguel, San Miguel. A 19 km al sur de San Miguel",7,3.1,III en San Miguel
4065,21-Nov-18,3:48:10 PM,12.7368,-88.1893,Frente a la costa de UsulutÃ¡n. A 49 km al sur de Playa El Cuco,51.6,3.9,II en UsulutÃ¡n
4064,20-Nov-18,7:10:35 AM,13.804,-89.447,"en munic. de Ciudad Arce, La Libertad. A 23 km al noroeste de Santa Tecla",4,2.8,II en Ciudad Arce
4063,19-Nov-18,7:21:16 AM,12.966,-88.812,Frente a la costa de UsulutÃ¡n. A 32 km al sur de Desembocadura del RÃ­o Lempa,49,3.9,II en UsulutÃ¡n
4062,19-Nov-18,1:18:55 AM,13.768,-90.5472,Frente a la costa de Guatemala. A 58 km al oeste de Barra de Santiago,66.1,4.2,II en Sonsonate
4061,12-Nov-18,10:50:05 PM,13.0436,-90.5922,Frente a la costa de Guatemala. A 100 km al suroeste de Barra de Santiago,15.5,4.1,II en AhuachapÃ¡n
4060,12-Nov-18,3:07:15 PM,13.2608,-89.8728,Frente a la costa de Sonsonate. A 30 km al sur de Playa Los CÃ³banos,32.6,3.5,II en Sonsonate
4059,12-Nov-18,8:12:19 AM,13.0232,-90.3017,Frente a la costa de AhuachapÃ¡n. A 77 km al suroeste de Playa Los CÃ³banos,10,4.3,II en AhuachapÃ¡n
4058,11-Nov-18,10:35:12 AM,12.9077,-88.8438,Frente a la costa de UsulutÃ¡n. A 38 km al sur de Desembocadura del RÃ­o Lempa,32.2,4.2,II en UsulutÃ¡n
4057,9-Nov-18,8:22:33 AM,13.8885,-89.8475,"En municipio de AhuachapÃ¡n, AhuachapÃ¡n. A 4 km al sur de AhuachapÃ¡n",4,3.7,IV en AhuachapÃ¡n
4056,7-Nov-18,4:21:36 AM,12.8603,-90.586,Frente a la costa de Guatemala. A 111 km al suroeste de Barra de Santiago,36,5,II en Sonsonate
4055,6-Nov-18,4:11:32 PM,12.9328,-88.9002,Frente a la costa de San Vicente. A 36 km al sur de Desembocadura del RÃ­o Lempa,42.2,4.1,III en Jiquilisco
4054,5-Nov-18,10:14:50 PM,12.5218,-89.0047,Frente a la costa de San Vicente. A 83 km al sur de Desembocadura del RÃ­o Lempa,12.7,3.6,II en San juan del Gozo.
4053,5-Nov-18,1:39:36 PM,12.9493,-90.4763,Frente a la costa de Guatemala. A 96 km al suroeste de Barra de Santiago,13.2,4.3,II en Sonsonate
4052,5-Nov-18,1:27:00 AM,12.4815,-89.0285,Frente a la costa de San Vicente. A 88 km de La Desembocadura del Rio Lempa,23,4,II en San Vicente.
4051,3-Nov-18,6:47:00 AM,12.4153,-90.3453,Frente a la costa de Sonsonate. A 136 km al suroeste de Playa Los CÃ³banos,36,4,II en Sonsonate
4050,2-Nov-18,3:12:00 AM,12.8878,-89.4325,frente a la costa de La Libertad. A 66 km al suroeste de Playa La Zunganera,22,4.9,II en San Salvador
4049,31-Oct-18,6:36:14 PM,13.1452,-90.1525,Frente a la costa de AhuachapÃ¡n. A 56 km al suroeste de Playa Los CÃ³banos,23.7,4.3,II-III en Sonsonate
4048,31-Oct-18,11:47:01 AM,12.192,-87.2567,Frente a la costa de Nicaragua. A 121 km al sureste de Isla de Meanguera,61.9,4.7,II en La Union
4047,28-Oct-18,10:14:09 PM,12.5902,-87.8417,Frente a la costa de Nicaragua. A 64 km al sur de Playa Las Tunas,36.9,3.8,II en La UniÃ³n
4046,28-Oct-18,9:48:00 PM,13.973,-89.5447,"En munic. de Santa Ana, Santa Ana. A 2 km al sureste de Santa Ana",7.8,2.6,II en Santa Ana
4045,28-Oct-18,4:23:55 PM,12.912,-90.354,Frente a la costa de AhuachapÃ¡n. A 90 km al suroeste de Playa Los CÃ³banos,20.8,5.8,II en AhuachapÃ¡n
4044,28-Oct-18,5:44:19 AM,13.539,-89.9982,Frente a la costa de Sonsonate. A 16 km al suroeste de Playa MetalÃ­o.,53,4.3,II en San Salvador
4043,27-Oct-18,10:55:41 PM,13.32,-90.1735,Frente a la costa de AhuachapÃ¡n. A 44 km al suroeste de Barra de Santiago,24,4,III en Sonsonate
4042,23-Oct-18,5:38:56 PM,12.9315,-89.5285,Frente a la costa de La Libertad. A 64 km al sur de Playa El Sunzal,17,4.7,II en San Salvador
4041,23-Oct-18,4:21:14 PM,13.4902,-88.5032,"En munic. de AlegrÃ­a, UsulutÃ¡n. A 17 km al noroeste de UsulutÃ¡n",5.6,3.5,III en BerlÃ­n
4040,21-Oct-18,10:26:17 PM,13.484,-88.51,"En munic. de BerlÃ­n, UsulutÃ¡n. A 17 km al noroeste de UsulutÃ¡n",4.3,2.7,"II en BerlÃ­n, UsulutÃ¡n"
4039,19-Oct-18,9:57:56 PM,12.3888,-89.3512,Frente a la costa de La Paz. A 111 km al suroeste de Estero de Jaltepeque,11.2,4,"II en Zacatecoluca, La Paz"
4038,19-Oct-18,8:30:54 PM,14.2202,-89.69,En Territorio Guatemalteco. A 29 km al noroeste de Santa Ana.,5.5,2.8,II en Candelaria de la Frontera.
4037,19-Oct-18,3:33:29 AM,12.6032,-88.3405,Frente a la costa de UsulutÃ¡n. A 63 km al sur de Playa El Espino,14,4,II en UsulutÃ¡n
